access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Triângulo do Sol,,,,,,,,,,,Rua_Conselheiro_Ribas,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea 290,,,,,,,,,,,ground;wood,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefeitura Municipal,,,,,,,,,,,grade2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro Transportes,,,,,,,,,,,concreto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Motta,,,,,,,,,,,IBGE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panavial,,,,,,,,,,,paved_damaged_concrete,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes San Cayetano S.A.C.,,,,,,,,,,,"gravel,_paved,_asphalt",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taikré,,,,,,,,,,,paved; paved; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIP Transportes Urnanos,,,,,,,,,,,track,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trasan,,,,,,,,,,,dirt; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ciudad de Cordoba,,,,,,,,,,,asphalt;cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa de Transportes Albardón,,,,,,,,,,,dirt; asphalt; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Campo Belo,,,,,,,,,,,palm fronds,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VB Transportes,,,,,,,,,,,pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buses Puchacay,,,,,,,,,,,paving_stones:20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrada de Ferro do Corcovado,,,,,,,,,,,Glacier,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISA Bolivia,,,,,,,,,,,baja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobilbrasil,,,,,,,,,,,basalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrocarriles del Ecuador Empresa Publica,,,,,,,,,,,iron,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFE,,,,,,,,,,,asphalt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPRESSO SBC,,,,,,,,,,,u[,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parques Nacionales,,,,,,,,,,,Pavimented,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carcarañá Express,,,,,,,,,,,asphalt; asphalt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIGRAS,,,,,,,,,,,gt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sargento Cabral SRL,,,,,,,,,,,Cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOFSE,,,,,,,,,,,unpaved;gravel;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ViaQuatro,,,,,,,,,,,asphalt; dirt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecovias,,,,,,,,,,,unpaved;concrete,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posto Carrefour Wenceslau,,,,,,,,,,,1.862 ha,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associação Brasileira de Preservação Ferroviária,,,,,,,,,,,paralepípedos,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporte Automotor Plaza S.A.C. e I.,,,,,,,,,,,parque_estrela_dalva_xVii,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transmetro SAS,,,,,,,,,,,asfalto/paralelepipedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,São Bento,,,,,,,,,,,"ground, concrete",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaltén Travel,,,,,,,,,,,dirt;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vuação Forte Transporte Rodoviario, Ltda",,,,,,,,,,,groud,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renovias,,,,,,,,,,,Saibro,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidad Nacional de Rosario,,,,,,,,,,,Ripio,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Gato Preto,,,,,,,,,,,"ground,sand",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Amigos Unidos S/A,,,,,,,,,,,paved_with_rocks,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruta Bus S.A.,,,,,,,,,,,Calçamento,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosario Bus,,,,,,,,,,,tera,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coniferal,,,,,,,,,,,"Pavimento_,_(Pavimed)",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Fenur S.A.,,,,,,,,,,,wood;cable,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pégaso,,,,,,,,,,,Cascalho,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unigal,,,,,,,,,,,terrain,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transnordestina Logística S.A.,,,,,,,,,,,Paralelepípedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCB,,,,,,,,,,,Acesso_Propriedade,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Albardon,,,,,,,,,,,calçamento,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Colegiales SACI,,,,,,,,,,,"stone, piedra",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consorcio Sete,,,,,,,,,,,Semi_Paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 de Mayo S.A.,,,,,,,,,,,u,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauer Cargas,,,,,,,,,,,dir,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaviBus; Gran Cacique Express,,,,,,,,,,,ground;sand,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SuperVia,,,,,,,,,,,não_pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUDO S.A.,,,,,,,,,,,Sem_asfalto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biobus,,,,,,,,,,,Escalera,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stadtbus,,,,,,,,,,,37280-000,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bencivenga SRL,,,,,,,,,,,residential,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clyfema,,,,,,,,,,,Não_pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S.A.E.S.,,,,,,,,,,,Asfalto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cootra,,,,,,,,,,,tierra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buses Manzanal,,,,,,,,,,,"unpaved, paved",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PiracIcabana,,,,,,,,,,,paralepípedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,,,,,,,,,,,30,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copertalse,,,,,,,,,,,Compacted,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayo S.A.T.A.,,,,,,,,,,,areia,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 de Setiembre Boqueron S.R.L.,,,,,,,,,,,construction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riacho Grande,,,,,,,,,,,concrete;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportes Fenur S. A,,,,,,,,,,,unpaved; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conferry,,,,,,,,,,,paved;gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metro de Medellín,,,,,,,,,,,asphalt; paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RodoSol,,,,,,,,,,,GPS,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servicios Ferroviarios del Chaco,,,,,,,,,,,asphalt; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrovia Norte-Sul,,,,,,,,,,,Puente_Antunez_de_Mayolo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperativa La Unión,,,,,,,,,,,Paralelepípedos,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,América Latina Logística,,,,,,,,,,,Polvo de ladrillo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universidade Federal da Fronteira Sul,,,,,,,,,,,Pavimento_en_Concreto (Pavimed),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa del Oeste,,,,,,,,,,,Concreto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eerssa,,,,,,,,,,,paves,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGS SA,,,,,,,,,,,Avenida_Canal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McDonald's Cristal,,,,,,,,,,,paved; unpaved; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperativa La Calera,,,,,,,,,,,Semi_Paved_(Old_Road),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcaldía de Cartagena,,,,,,,,,,,aço,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URBS,,,,,,,,,,,Estrada_para_Fazenda_Esperança,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Santa Cruz,,,,,,,,,,,steel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consórcio Sete,,,,,,,,,,,cemento,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa del Oeste S.A. de Transporte,,,,,,,,,,,paralelepipedos,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nova Palma Energia,,,,,,,,,,,dirt;sett,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirección General de Obras y Servicios,,,,,,,,,,,concrete;metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planalto,,,,,,,,,,,unpaved;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ministerio de Transporte Terrestre,,,,,,,,,,,paving_stonesstones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCyL,,,,,,,,,,,compacted;paving_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metrovías,,,,,,,,,,,cobblestone; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DER-PR,,,,,,,,,,,unpaved;paving_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação São Francisco,,,,,,,,,,,ground;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipio de Ibarra,,,,,,,,,,,asphalt-semi_asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fundação Florestal,,,,,,,,,,,idrt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentren,,,,,,,,,,,dirt2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Votorantim,,,,,,,,,,,ground|,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarl 3G2M (Transport Madeleine),,,,,,,,,,,paved;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tijuquinha,,,,,,,,,,,asfalto/terra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipalidad Metropolitana de Lima,,,,,,,,,,,madera,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TGI,,,,,,,,,,,compacted;sett,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electricidad de Misiones S.A. (EMSA),,,,,,,,,,,hormigon madera y metal,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TransBus,,,,,,,,,,,ripio,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea 120,,,,,,,,,,,GO-320,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GADC,,,,,,,,,,,stepping_stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rede Cemat,,,,,,,,,,,Retorno,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Mixta,,,,,,,,,,,unpaved; dirt; dirt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metra,,,,,,,,,,,-,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLYFEMA,,,,,,,,,,,Pedra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METBUS,,,,,,,,,,,cobblestone;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea 270,,,,,,,,,,,Paralepípedo,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flecha Bus,,,,,,,,,,,3.922 ha,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANCAP,,,,,,,,,,,cobblestone; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabardo Transportes Coletivos Ltda,,,,,,,,,,,umpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIMPAD,,,,,,,,,,,Terra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipalidad de Lima,,,,,,,,,,,Pavimento_(pavimed),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CNEL,,,,,,,,,,,Madeira,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipalidad de Roldán,,,,,,,,,,,lahar,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viação Campo Grande,,,,,,,,,,,asphalt; gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Provincial de Transporte de Mendoza,,,,,,,,,,,unpaveds,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sotratal Ltda.,,,,,,,,,,,paved2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Águia Branca and Lírio dos Vales,,,,,,,,,,,Rua Paraná,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandacaruense,,,,,,,,,,,saibro,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provincia de Misiones,,,,,,,,,,,Asfaltado,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Publica Metropolitana de Pasajeros de Quito,,,,,,,,,,,Asfalto/terra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efal,,,,,,,,,,,"sand,ground",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Sol Yet,,,,,,,,,,,P,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferrocentral,,,,,,,,,,,Parcialmente_pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIAÇÃO PENDOTIBA S/A,,,,,,,,,,,concrete; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop.Jolumbo,,,,,,,,,,,compacted; cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDF-RA Núcleo Bandeirante,,,,,,,,,,,cascalho,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Transportes Nueva Chicago C.I.S.A.,,,,,,,,,,,Viela,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cidade de Maceió,,,,,,,,,,,uunpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresa Quinientos Uno S.A,,,,,,,,,,,asphalt;paved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea C,,,,,,,,,,,Pedras,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRS,,,,,,,,,,,paving_stones; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTO ÔNIBUS TRÊS IRMÃOS LTDA,,,,,,,,,,,paving_stones;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tren de las sierras,,,,,,,,,,,dirt; unpaved; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanepar,,,,,,,,,,,fas,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via Sul Transportes Urbanos Ltda.,,,,,,,,,,,"concrete,_unpaved",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consórcio Bandeirante de Transporte,,,,,,,,,,,stones,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fazenda Bandeira,,,,,,,,,,,Tierra,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rede Celpa,,,,,,,,,,,Rua_Miguel_de_Assis,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consórcio Sudoeste de Transporte,,,,,,,,,,,Lajota,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colonia Express,,,,,,,,,,,"ground,_sand",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SurNor S.A.,,,,,,,,,,,Mejorado_asfáltico,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperativa Sportman - La Unión - Don Otto,,,,,,,,,,,Concreto_(Pavimed),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jardín de los Niños,,,,,,,,,,,paving_stones;asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viángeles,,,,,,,,,,,sand; dirt; gravel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consórcio Leste 4,,,,,,,,,,,8.450 ha,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cooperalfa,,,,,,,,,,,A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,São Cristóvão,,,,,,,,,,,Pavimentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guanabara,,,,,,,,,,,paved; ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petroecuador,,,,,,,,,,,pa,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea 211,,,,,,,,,,,Pavimento_Concreto_(Pavimed),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONDUBUS LTDA.,,,,,,,,,,,wood;ground,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polícia Rodoviária Estadual,,,,,,,,,,,unpaved; asphalt; unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCR Rodoanel Oeste,,,,,,,,,,,Pasaje_angosto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taubaté,,,,,,,,,,,ice,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consórcio Sudoeste,,,,,,,,,,,às,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instituto de Desenvolvimento Econômico e Meio Ambiente,,,,,,,,,,,Bloco_de_Concreto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervias Pirajuçara,,,,,,,,,,,"asphalt,_cobblestone",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cal Tur,,,,,,,,,,,unpavec,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitano,,,,,,,,,,,Areia,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transtusa,,,,,,,,,,,dirt; dirt; dirt; asphalt,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marinha do Brasil,,,,,,,,,,,pavinentada,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Companhia do Metropolitano de São Paulo,,,,,,,,,,,paved;gravel;unpaved,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rotoline,,,,,,,,,,,paving_stones;cobblestone,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,SP-201;BR-369,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transener,,,,,,,,,,,pavedf,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aparecida,,,,,,,,,,,"camino_mejorado,_enripiado",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Línea B,,,,,,,,,,,aterro,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microómnibus Barrancas de Belgrano S.A.,,,,,,,,,,,Earth,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefeitura Municipal de Chapecó,,,,,,,,,,,survey,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kentucky,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transurb,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferryven,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parque Nacional del Arroz - Hacienda La Guaira,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buses Tucapel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estrela TC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EPTM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRACICABANA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microomnibus cuarenta y cinco S.A.C.I.F.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMTC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alcaldía de Caracas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transporte América S.A.C.I.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funes Hill,,,,,,,,,,,,,,,,,,,,
