access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
Rain Gate,,,,medic,,traffic_calming_bumpa,,Schweppes;Orangina;Coca-Cola;Castel Beer;Beaufort Lager;Beaufort Light;Flag Spéciale;33 Export;Guinness;Tuborg;Heineken;Carlsberg;Sab miller;Unibra (skol);Diageo;Call michols (vimto);Inbev;Warsteiner,,,R,al-Qadarif,,,,,non-denominational,,1443.5599999999999,,,,,<different>,Monument,,,,,bandstand,,reservoir,,,marsh,land_surveyors,,Steggro,village_green,,,,,,Cristiana,,,funeral_services,cricket_nets,,,Lodge,,,,,,
multifamily,,,,binoculars,,fe,,Kings,,,school,Torit,,,,,moravian,,152.10000610351563,,,,,buss,church,,,,,fountain,,Maïné-Soroa,,,sand dune,travel_agent,,Caja Rural de Canarias,islet,,,,,,catolicismo,,,tickets,Open_field_for_football(soccer),,,self_catering,,,,,,
usually closed,,,,keys,,stone,,BMW,,,kindergarten,Juba,,,,,quaker,,334,,,,,speed_camera;traffic_signals,grave,,,,,note,,Road Leading to Upp Church Hill Drive,,,harbor,quango,,Supermercado Pegue e Pague,interesting,,,,,,EVAMGELICA,,,free_diving,"squash,_tennis,_swimming",,,ruins,,,,,,
Limit de Lendom I et Lendom II,,,,motor garage,,Entrada Calle 26,,IDC,,,static_caravan,Awasa,,,,,Abdulrehman Ben Fadel Mosque/ جامع عبدالرحمن بن فضل,,552,,,,,cycleway,mansion,,,,,Camping y Piscina,,water_wel,,,reef,coworking_space,,Banque Nationale d'Algérie,village,,,,,,pagan,,,tourist,water_sports,,,SABC,,,,,,
Hauling Mill Nsongtah,,,,scout_hut,,drug_checkpoint,,Volkswagen,,,terrace,South Tarawa,,,,,جامع مقرين العليا,,2730,,,,,control_camera,Casa Vieira,,,,,Praça,,watermill,,,scrub,financial,,Bar Cafe Pizzeria,confernce,,,,,,Católica,,,organic,motocross,,,wilderness_hut,,,,,,
Magassin SODECOTON  de Douloumie,,,,chair_rental,,ladder,,Ifriquia,,,Mosquee Eghazala,,,,,,shofar,,1969.8800000000001,,,,,traffic_signals;crossing,hospital,,,,,sailing_club,,communication_tower,,,volcano,administrative;telecommunication,,Way,unclassifiedh,,,,,,,,,bed,equestrian,,,El Juncal,,,,,,
amateur,,,,pub,,log,,Caltex,,,kitchen,,,,,,islamic,,1882,,,,,traffic_sign,barrier,,,,,arena,,Road Conneting to BJZ to Church Hill,,,mud,District Council,,Société Générale,town,,,,,,,,,sewing,paddle_tennis,,,memorial,,,,,,
Poste de control foresteir de Pitoa,,,,merixen,,toll_both,,Hyundai,,,shed,,,,,,Coptic_Orthodox,,710,,,,,primary_link,,,,,,camp_site,,silos,,,arch,advertising_agency,,Ministère de la Santé,iso3,,,,,,,,,wordprocessing,free_diving,,,viewpoint_overgrown,,,,,,
Border bw Bamali and Bamessing,,,,atm,,,,Fuel Cacula,,,Residential,,,,,,jehovahs_witness,,2144.8400000000001,,,,,ladder,,,,,,arcade_games,,borehole,,,protected_area,OGEFREM,,Radio Lomé,Mambo - Mtae - Lushoto,,,,,,,,,art_gallery,sailing,,,entrance,,,,,,
motor,,,,pitch,,,,Isuzu; Smart,,,resource center,,,,,,Episcopal,,2362,,,,,trunk_junction,,,,,,sport_centre,,oven,,,mountain_pass,UN,,Boys toilets,clinic,,,,,,,,,shopping_centre,billards,,,Sports,,,,,,
limit Lendom II et Okola,,,,Ecole Superieure d'informatique et de Gestion,,,,Mitsubishi Motors,,,morris' House,,,,,,Marabout,,"63,78 m.",,,,,speed_sensor,,,,,,videojuegos,,flare,,,ብርሃን ኢንተርናሽናል ባንክ (ገነት ቅርንጫፍ),carrier,,bouter3a,unknown,,,,,,,,,ticket office,skiing,,,La Mitad Del Mundo,,,,,,
Special Branch police post,,,,prefecture,,,,Station SONACOP,,,Salle du Royaume,,,,,,pentecostal,,1067,,,,,stile,,,,,,harbour,,water_tap,,,crater,consulting,,Botswana Telecommunications Corporation,town;departement,,,,,,,,,glass,table_tennis,,,"hostel,bed_and_breakfast",,,,,,
bus,,,,Ecole Addalou,,,,Chinese,,,train_station,,,,,,evangelical,,1278,,,,,pre,,,,,,internet,,monitoring_station,,,bedrock,unknown,,University of Develpment Studies,airport,,,,,,,,,dairy,skating,,,funeraria rincon,,,,,,
Zone de retenu d'eau de Pitoa Bounguel,,,,baby_hatch,,,,Nissan,,,garage,,,,,,brethren_in_christ,,1636.78,,,,,,,,,,,patinaje artistico,,ford,,,grass,administrate,,Vignito,v,,,,,,,,,tarot,paintball,,,tourism-attraction,,,,,,
designated,,,,fabrik,,,,Peugeot; Honda; Land Rover; Ford,,,Sana industries company limited,,,,,,lutheran,,1915.0799999999999,,,,,,,,,,,adult_gaming_centre,,Water-well,,,cliff,forestry,,manuel assunção,Locality,,,,,,,,,shoe_repair,free_flying,,,Thermal springs,,,,,,
Organisation,,,,grill_room,,,,Société Générale,,,Hall,,,,,,Legio Maria East Africa,,2560,,,,,,,,,,,artes marciales,,communications_tower,,,spring,publisher,,ASAPED,intercity bus stop,,,,,,,,,vineyard,tennis,,,Plaza,,,,,,
Peage commune,,,,attorneys,,,,Société générale,,,pavilion,,,,,,hindu,,598,,,,,,,,,,,menagerie,,flagpole,,,strait,AMEDD,,NatOil,base,,,,,,,,,"Mattress_Store;Multiple_shops,_convenience_and_tech_or_computer_store",baseball,,,Alojamento,,,,,,
unknown,,,,school: fr,,,,GOIL,,,public,,,,,,Ministère compagnie d'Elie pour la Recnciliation,,1002,,,,,,,,,,,bowling_alley,,beacon,,,viewpoint,emplyment_agency,,M_PESA,Vehicolda San Antonio,,,,,,,,,lottery,horse_racing,,,lighthouse,,,,,,
cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,flood_light,,,,Caisse d'Épargne,,,vc's residential,,,,,,public,,1511.3299999999999,,,,,,,,,,,Pista_de_corrida,,market,,,Wasserfall,local_government,,The GRAND Café,Tacarigua de Mamporal,,,,,,,,,blinds,dancing,,,Empresa,,,,,,
Mayo Wouro Bocki,,,,stripclub,,,,Station Service,,,Lucky summer chiefs camp,,,,,,Charismatic,,14.06,,,,,,,,,,,table,,horsemill,,,scree,wedding_planner,,Gondwana Collection,la y,,,,,,,,,suit_hire,skateboard,,,eingang,,,,,,
forestry,,,,Lycee Privee de la Nativite,,,,Caltex Petrol Station,,,Kitchen,,,,,,Catholic,,1946.8099999999999,,,,,,,,,,,merry-go-around,,v,,,boulder,attorneys,,Attijari Wafa Bank,IDEAM,,,,,,,,,optics,climbin,,,INPA,,,,,,
church restroom,,,, baby_hatch,,,,fuel station,,,Pelson company limited,,,,,,Muslim,,307.558013916016,,,,,,,,,,,garden:type=botanical,,gasometer,,,trees,insurance,,Qcell,Venta de Sabajon,,,,,,,,,bicycle,quad_biking,,,atraction,,,,,,
public,,,,boat_rental,,,,Vodacom,,,residential area,,,,,,ethiopian_orthodox_tewahedo,,1267.155,,,,,,,,,,,table_tennis_table,,statue,,,TREE,lawyer,,tELEFONICA,autounion Hyunday,,,,,,,,,lamps,Zumba,,,Historia,,,,,,
Academy/Church,,,,parts,,,,Audi,,,transportation,,,,,,mosquée,,501m,,,,,,,,,,,bullring,,works,,,tree_rows,relocator,,Betta's,Araça,,,,,,,,,baby_carriage,fitness,,,Kartódromo,,,,,,
Kwa Mwinyi,,,,Illegal waste_dump site,,,,Puma Energy,,,retail,,,,,,Ethiopian orthodox,,"813,37 m.",,,,,,,,,,,casino,,Church,,,sandstone,transport,,ABSA Bank,Peninsula,,,,,,,,,internet_cafe,surfing,,,Hotel Pelileo,,,,,,
Victory Rice mill,,,,aircraft_service,,,,COBIL,,,Lecture room,,,,,,Jehovahs_witness,,2510,,,,,,,,,,,Yoga- Karate,,Gateway company,,,land_bridge,admministrative,,Nigerian Postal Service,montallantas,,,,,,,,,liquor_store,korfball,,,Centro Comercial Camino del Jagüel,,,,,,
halt,,,,temple,,,,SP,,,Bear Hall,,,,,,Orthodox_Coptic_Christian,,"595,91 m.",,,,,,,,,,,summer_camp,,sewer,,,oasis,distribution_center,,Marhaba Hotels,Córrego da Barata,,,,,,,,,communication,basketball,,,Capilla,,,,,,
Mayo de Douloumie,,,,bank,,,,Syrien,,,ecole,,,,,,Nederduitse Gereformeerde,,1146.0100000,,,,,,,,,,,"swimming_pool,_park,_beach",,water_well_in_Niger.geojson,,,white canyon,labor_union,,Charity,San Antonio,,,,,,,,,woods,badminton,,,religioso,,,,,,
pompe,,,,Doreen Clarke Nature Reserve,,,,Muro,,,Cyber,,,,,,"Baptist_-_Charismatic,_Evangelical",,172.10000610351563,,,,,,,,,,,Track,,Motel,,,bare_rock,Pro-reitoria,,Porto Santo Line,Tres Esquinas,,,,,,,,,Construction,handball,,,Torre del Reloj,,,,,,
emergency,,,,internet_cafe,,,,Serrão,,,barn,,,,,,spiritualism,,1638.7,,,,,,,,,,,Pesqueiro,,cattle_chute,,, Alto.,agrimensura,,ISSA&KWAHO Toilets Facilities,PAVCO,,,,,,,,,liquor,wind_surfing,,,SindHotel,,,,,,
permissive,,,,motorcycle_mechanic,,,,Fuel Station,,,Help center,,,,,,Methodiste_Unie,,2313,,,,,,,,,,,Thermal_Baths,,surveillance,,,hot_spring,iron works,,Junta de Freguesia de Santo António da Serra,debe,,,,,,,,,tailor,gliding,,,tower,,,,,,
Wouro Issa,,,,Poubelle,,,,Petroci,,,farm,,,,,,Assemblée de Dieu,,1556,,,,,,,,,,,,,silo,,,vent,ARQUITECTURA_INGENIERIAS_CONSULTORIA_CONSTRUCCION,,Ourolux,autogrande,,,,,,,,,books;stationery;gift,football;lutte,,,point,,,,,,
foot,,,,express_cash,,,,Stanbic Bank,,,grave,,,,,,Jehovah's Witnesses,,1413,,,,,,,,,,,,,harbour,,,557,architecture,,Depot de Boissons,carboquimicas,,,,,,,,,storage_rental,lucha canaria,,,Banco Caja Social,,,,,,
locked,,,,recycling,,,,Ait Barka,,,Toilet,,,,,,Anglican,,502,,,,,,,,,,,,,windpump,,,geyser,car painting,,Bank of Egypt,FINCA,,,,,,,,,groceries,Pigeon Racing,,,Down Town Majestic,,,,,,
stairs,,,,show_grounds,,,,Trek Petroleum,,,apartments,,,,,,adventist,,2962,,,,,,,,,,,,,grave,,,dolphin,seguridad,,BlueBay Hotels & Resorts,Parque Publico,,,,,,,,,comics,scuba_diving=yes,,,hostel_and_restaurant,,,,,,
employee,,,,embassy,,,,Total Fuel Station,,,roof permanent,,,,,,mosque rue d'alger,,1463,,,,,,,,,,,,,vinery,,,palaeontological_site,helicopter_repair,,bereniceremo.net,natural_park,,,,,,,,,apothecary,exercise,,,vulcão,,,,,,
gender:men,,,,bicycle_rental,,,,Royal Canin,,,Chicago,,,,,,sona,,1270.5195,,,,,,,,,,,,,stones,,,Pointe Noire,Servicio_Técnico_computación,,CPHM,vill,,,,,,,,,Paint,bowling,,,Autódromo José Carlos Pace,,,,,,
palmiste,,,,building,,,,Repsol,,,Towla HQ Office,,,,,,Parroquia Nuestra Sra. Del Carmen,,1547,,,,,,,,,,,,,windmill,,,Cascade,coworking,,SNTV et Privés,city_block,,,,,,,,,perfumery,cycling,,,Maracas Lookout,,,,,,
desconocido,,,,karaoke,,,,Station Total,,,industrial,,,,,,CASTORS,,1273.88403320313,,,,,,,,,,,,,Incinerator,,,shoal,charity,,Kenya Commercial Bank (KCB),Ing de Maderas,,,,,,,,,Kengele Agencies property management division,canadian_football,,,camping,,,,,,
Templo Taoista Virolin - El Venado,,,,nursing_home,,,,Africa,,,Residential house,,,,,,sunni,,932,,,,,,,,,,,,,Road to Lenox's Laundry Shop,,,bosque_de_niebla,"iron, solding",,Spargs Fuel,Servicio Autogrande,,,,,,,,,pool,toboggan,,,Municipalidad,,,,,,
*,,,,(Boda Boda)Motor cycle stage,,,,Oil Libya / Mobil,,,computer,,,,,,ECS,,411,,,,,,,,,,,,,oil_tank,,,545,Empresa,,Africa Muslims Agency,Hiunday Auto union,,,,,,,,,Cyber cafe,Taekwando,,,Banco Popular,,,,,,
foot=yes,,,,diving_center,,,,Planet,,,detached,,,,,,Masjid,,712,,,,,,,,,,,,,oil_well,,,rapids,office building,,Pizza Hut,Potrero del Carmen,,,,,,,,,camputer,inline_hockey,,,Hotel Calle Real del Libano,,,,,,
gate,,,,childrens_home,,,,Avis,,,dcc residents,,,,,,unspecified,,1004,,,,,,,,,,,,,wastewater_plant,,,mountain_range,warehouse,,Auto Ecole Diagne diego,auros copias,,,,,,,,,water,flying,,,Hotel,,,,,,
conditional: @ (Mo-Sa 05:00-10:00),,,,swingerclub,,,,NAFTAL,,,government,,,,,,Mouride,,5080,,,,,,,,,,,,,mineshaft,,,vallée forestière Fautaua,estudio de arquitectura,,Privés,silveragro,,,,,,,,,medical_supply,voley ball,,,hostel Convento,,,,,,
AR,,,,Mosque,,,,Builders,,,Mzimu Woyera ndi Moto Church,,,,,,اهل_السنة,,1828.5599999999999,,,,,,,,,,,,,industrial,,,dinosaur_footprint,international_organization,,Twikatane,"porto,_harbor",,,,,,,,,fabrics,swiming_pool,,,shelter,,,,,,
Socios,,,,Mission,,,,Agouim,,,bridge,,,,,,Unknown,,1140,,,,,,,,,,,,,basin,,,stones,Poder Judicial,,Madagascar National Parks,village;town,,,,,,,,,state_agent,martial_arts,,,theatre,,,,,,
si,,,,radio,,,,Fuel from barrel,,,bing,,,,,,ICC Frontrunners,,2091.9699999999998,,,,,,,,,,,,,manhole,,,blowhole,designer,,ahli united bank,valley,,,,,,,,,ge,canoe,,,Toldito,,,,,,
sim,,,,bank;restaurant,,,,Chevrolet,,,emergency_access_point,,,,,,Tuarika,,4709.1079102,,,,,,,,,,,,,pluviometer (rain gauge),,,isla,Productos_agrícolas,,United Nations Federal Credit Union,nissan express,,,,,,,,,cd,kitesurf,,,Smon Rdriguez,,,,,,
c,,,,groceries,,,,STAR OIL,,,WIMA engineering workshop,,,,,,soufisme,,1995.3499999999999,,,,,,,,,,,,,water_tank,,,volcanic_vent,register,,Telefonica,Bolpebra,,,,,,,,,petrol,"swimming,_gym",,,,,,,,,
Rua Paulino Nogueira,,,,shower,,,,PETROM,,,hall,,,,,,coptic_orthodox,,247,,,,,,,,,,,,,earth_house,,,lookout,Nutricion,,Hibiscus Hotels,la chirosa,,,,,,,,,laundry,Football,,,,,,,,,
Scotiabank,,,,Jerusalem,,,,CPHM,,,temple,,,,,,multiple,,975,,,,,,,,,,,,,chimney,,,cascade,solding,,Tabot Beekeepers,autolavado,,,,,,,,,Friends photo studio,cricket,,,,,,,,,
Fistega,,,,veterinary_hospital,,,,Crédit Agricole,,,offices,,,,,,ethiopian_orthodox,,125,,,,,,,,,,,,,distance_plate,,,springs,public_transport,,Electricity Generating Authority of Thailand (EGAT),ancianato,,,,,,,,,quincaillerie,fishing,,,,,,,,,
YES,,,,distribution_center,,,,Bano Oil,,,Thamaga Pottery,,,,,,Interdenominational,,"104,04 m.",,,,,,,,,,,,,catlle_chute,,,peak;volcano,Medicina Prepaga,,Kenya Power Lighting Company,Pozo Negro,,,,,,,,,haberdasher,surf,,,,,,,,,
Mercado Super 10,,,,indoor_shopping_centre,,,,Star oil,,,classroom,,,,,,AL HISSANE,,1538.0,,,,,,,,,,,,,cooling_tower,,,tre,power company,,الحكيم بن أحمد,delta,,,,,,,,,sports,Action Cricket,,,,,,,,,
,,,,water,,,,hfc bank,,,monastery,,,,,,Islamic,,1698.3099999999999,,,,,,,,,,,,,pipeline,,,cabo,Software_Engineering,,Cheerfulway,Ssanyong Capital,,,,,,,,,trade,Netball,,,,,,,,,
,,,,parking_space,,,,sasol,,,wawa,,,,,,churches_of_god,,1654.54,,,,,,,,,,,,,Adjimeri,,,salt lagoon,Correspondente_Imobiliário,,Tiger Wheel and Tyre,Notaria 11,,,,,,,,,Vente_en_Gros__Produit_Parapharmaceutiques Matériel  & Equipement Médical,kite,,,,,,,,,
,,,,driving_school,,,,CIH Bank,,,marabout,,,,,,Apostolic,,1465,,,,,,,,,,,,,kiln,,,lava,events,,Illovo,river,,,,,,,,,marine,rugby_league,,,,,,,,,
,,,,mortuary,,,,node 0,,,manufacture,,,,,,NG_Kerk,,2310,,,,,,,,,,,,,NSSF Property For Rent,,,473,web_design,,Total Côte d'Ivoire,Curri Lamuen,,,,,,,,,AMPJ - Partenaire du développement communautaire (ONG),squash_court,,,,,,,,,
,,,,reprography,,,,"BMW, Ford, Mazda",,,building,,,,,,Christian,,1975.1700000000001,,,,,,,,,,,,,atelier karité,,,headland,labour_union,,Buffalo City Municipality,TBC,,,,,,,,,hifi,gymnastics,,,,,,,,,
,,,,commercial,,,,Station MRS,,,amenity,,,,,,scientologist,,839,,,,,,,,,,,,,building,,,Sítio Ouro Fino,tax,,Christian Revival Worship church,el kiosko,,,,,,,,,Builders Wharehouse,Fitness,,,,,,,,,
,,,,bar;nightclub,,,,STATION SHELL,,,Europe,,,,,,Harris,,951,,,,,,,,,,,,,water_tower,,,Comper,insurence,,Thubu Mgloso,El Membrillo,,,,,,,,,home,moto_sports,,,,,,,,,
,,,,Iman Mama Sanou,,,,Bez Mechanic,,,Community Center,,,,,,Church of England in South Africa,,2261,,,,,,,,,,,,,pump,,,365,asociation,,TFA,port,,,,,,,,,plasticware,association_football,,,,,,,,,
,,,,petrol,,,,Groupama Banque,,,maize mill,,,,,,Sunni,,850.7,,,,,,,,,,,,,lamp,,,bank,podiatrist,,Direction Générale des Impôts de Côte d’Ivoire,semex,,,,,,,,,2nd Hand Motors,Pilates,,,,,,,,,
,,,,studio,,,,Mini,,,shop,,,,,,Seventh Day Adventist,,228,,,,,,,,,,,,,artwork,,,breaker,seamstress,,NICK OMONDI,protected_area,,,,,,,,,shopping,Tai Chi,,,,,,,,,
,,,,hostel,,,,Burger King,,,cabin,,,,,,independent,,1090,,,,,,,,,,,,,mast,,,578, it,,Anglican Church,Parque,,,,,,,,,optometrist,tennis;racquet,,,,,,,,,
,,,,teahouse,,,,Station SAFEGUARD,,,Mobile Advert Agency,,,,,,muslim,,1519.4800000,,,,,,,,,,,,,lookout_tower,,,438,student_union,,Fiangonan'i Jesoa Kritsy eto Madagasikara (FJKM),AGA,,,,,,,,,beautician,windsurf,,,,,,,,,
,,,,pawnshop,,,,Madafu,,,r1,,,,,,latter_day_saints,,2013,,,,,,,,,,,,,waterhole,,,peninsula,software,,GALANA,supercade,,,,,,,,,glaziery,Acemia_ao_ar_livre,,,,,,,,,
,,,,bicycle_repair_station,,,,Peugot,,,college,,,,,,Evangelical,,175.39999389648438,,,,,,,,,,,,,landmark,,,pass,Op Santa Cruz,,Arab Tunisian Bank,Supía,,,,,,,,,upholstery,Musculação_e_aeróbicos,,,,,,,,,
,,,,residential,,,,BIAT,,,University,,,,,,Methodist,,2368,,,,,,,,,,,,,water_wekk,,,Vara Serrada,cooperativa,,Pumangola,,,,,,,,,,Immibilia,Thai Boxen,,,,,,,,,
,,,,Building,,,,7eleven,,,Nyamweyas Depot,,,,,,Roman Catholic,,1342.1400000000001,,,,,,,,,,,,,distance_stone,,,slope,estate_agent; accountant,,Lcda. Alicia Díaz González,,,,,,,,,,bathroom,taekwondo;hapkido;muay_thay;jiu-jitsu,,,,,,,,,
,,,,shopping,,,,NMB,,,refectory,,,,,,El Falah الفلاح,,1535,,,,,,,,,,,,,septic_tank,,,crevasse,ARQUITECTURA,,Ethiopian Commercial Bank,,,,,,,,,,car_parts,motor;kart,,,,,,,,,
,,,,Edgar Flat 2,,,,CMH,,,Mosque,,,,,,sikh,,401,,,,,,,,,,,,,Lounge Bar,,,volcano; peak,Organización_Indigena,,Posto de Correio das Selvagens,,,,,,,,,,food,10pin;billiards,,,,,,,,,
,,,,optometrist,,,,Oryx,,,Aparthotel_Miami,,,,,,evangelist,,1434.4200000000001,,,,,,,,,,,,,houses,,,flatlands,security_services,,Farmer's Commercial Bank,,,,,,,,,,bathroom_furnishing,spa,,,,,,,,,
,,,,school/ Orphanage,,,,SNPCD,,,IBS Groupe,,,,,,Synagogue Ibn Danan,,141,,,,,,,,,,,,,cross,,,308,solutions for tracking and monitoring,,AML,,,,,,,,,,beverages,billard,,,,,,,,,
,,,,towels,,,,petromin oils,,,Village Development Council Office,,,,,,wesleyan,,2061.6799999999998,,,,,,,,,,,,,light_tower,,,386,Transportation_Company,,Aéroports du Mali,,,,,,,,,,pépinière,gymnastics;swimming;racquet,,,,,,,,,
,,,,construction,,,,OMV,,,Hut,,,,,,Ethiopian Orthodox,,1440.1900000000001,,,,,,,,,,,,,Estate,,,park,construcción,,Public toilet/water tank,,,,,,,,,,appliance_repair,"Futbol_Sala_Ajedrez,_Volibol,_Basket",,,,,,,,,
,,,,food,,,,Agapet,,,Matswere Gate,,,,,,mormon,,2065.0500000000002,,,,,,,,,,,,,radio_communication,,,542,website,,banque,,,,,,,,,,Epices_et_Herboristerie,Atletismo,,,,,,,,,
,,,,events_centre,,,,ACIMA,,,entrance,,,,,,greek_orthodox,,1794.46594238281,,,,,,,,,,,,,power,,,Square,envíos,,Sarah Ambani,,,,,,,,,,mixed,paddle,,,,,,,,,
,,,,church,,,,Petromin Oils,,,commercial,,,,,,NG Church,,2702,,,,,,,,,,,,,floodlight,,,378,Sindicato,,Groupe ESK,,,,,,,,,,Engineering works,martial_arts;yoga,,,,,,,,,
,,,,مسجد,,,,Alpha Pharm,,,studio,,,,,,Islam,,736.000000,,,,,,,,,,,,,p,,,462,cooperative,,CFM,,,,,,,,,,pizzeria,Futbol,,,,,,,,,
,,,,public  toilet,,,,Petro-Uganda,,,Britak Centre,,,,,,congregational,,1586.79,,,,,,,,,,,,,IOM(International Organisation For Magration,,,,engineering,,Croissant rouge algérien,,,,,,,,,,entertainment,rowing,,,,,,,,,
,,,,laundrette,,,,KCB,,,Mareba Enterprice limited,,,,,,Greek Church,,930,,,,,,,,,,,,,petroleum_well,,,,surveyor,,Paradis Jazz,,,,,,,,,,golf,yudo,,,,,,,,,
,,,,meteorological_station,,,,Sanke,,,cle,,,,,,Naserine,,"645,58 m.",,,,,,,,,,,,,larder,,,,public,,Evangelistic Church,,,,,,,,,,crafts,beachvolleyball,,,,,,,,,
,,,,space_tracking_station,,,,BNP Paribas,,,residential,,,,,,NG Kerk,,"356,85 m.",,,,,,,,,,,,,colector_de_lluvia,,,,committee,,DIGA sports,,,,,,,,,,fours et panneaux solaires,padel,,,,,,,,,
,,,,Prayer Ground,,,,Petrol,,,xxx,,,,,,Sukyo Mahikari,,221.6999969482422,,,,,,,,,,,,,wastewater_pump,,,,lawer,,AXA ASSURANCE,,,,,,,,,,security,running,,,,,,,,,
,,,,Restorante,,,,PACIFIC,,,Jomba investment,,,,,,masonic,,1933.8299999999999,,,,,,,,,,,,,Electra,,,,Edificio_de_Oficinas,,مبارك,,,,,,,,,,ticket_office,Artes_marciales_mixtas,,,,,,,,,
,,,,entertainment,,,,Mosil Filling Station,,,moque,,,,,,Jamâa Tunis,,"788,87 m.",,,,,,,,,,,,,car,,,,transportation,,Ayuntamiento Puerto del Rosario,,,,,,,,,,bearings,pelota,,,,,,,,,
,,,,post_box,,,,Versus Bank,,,DDF Kanyemba,,,,,,dutch_reformed,,154.6999969482422,,,,,,,,,,,,,dolphin,,,,neighborhood_organization,,Uine de Malbaza ansciene,,,,,,,,,,Vetshop,"Musculação,_Mhuay_Thay,_Jiu_Jitsu_e_outras_atividades",,,,,,,,,
,,,,4g Cyber Cafe,,,,Sogel-B,,,construction,,,,,,"presbyterian, congregational",,1023,,,,,,,,,,,,,oil_plant,,,,,,Mukinyai Primary School,,,,,,,,,,hairdresser,"Futebol,_Natação,_Voleibol,_Basquete,_Handebol",,,,,,,,,
,,,,bureau_de_change,,,,IPS,,,hut,,,,,,ZAOGA-FIF Ministries,,2540,,,,,,,,,,,,,street_cabinet,,,,,,South African Post Office Ltd,,,,,,,,,,fabric,varios_deportes,,,,,,,,,
,,,,vending_machine,,,,Caja Rural,,,fence,,,,,,ابو_بكر_الصديق,,2087.1599999999999,,,,,,,,,,,,,antenna_pad,,,,,,PIH,,,,,,,,,,a,pilates,,,,,,,,,
,,,,wall_magazine,,,,PETROLUB,,,museum,,,,,,KKKT,,176.10000610351563,,,,,,,,,,,,,weighbridge,,,,,,Spur,,,,,,,,,,service,Racquetball,,,,,,,,,
,,,,bore hole,,,,Engen Fuel Keetmanshoop,,,house,,,,,,charismatic,,1383.47,,,,,,,,,,,,,boundary_marker,,,,,,SONACOP,,,,,,,,,,steel,snooker,,,,,,,,,
,,,,moto_rental,,,,Spur,,,warehouse,,,,,,مقر_جمعية_علماء_المسلمين,,3058,,,,,,,,,,,,,bunker_silo,,,,,,Ministère des postes et Télécommunications,,,,,,,,,,clothing_accessories,Tejo,,,,,,,,,
,,,,solar_clock,,,,BMCE Bank,,,greenhouse,,,,,,protestant,,1041m,,,,,,,,,,,,,utility_pole,,,,,,Young African College,,,,,,,,,,antique,spinning,,,,,,,,,
,,,,occupational therapist,,,,Pride Petroleum,,,Samiyonga,,,,,,Baptist,,1488.26,,,,,,,,,,,,,factory,,,,,,Ministère de l'Education National du Sénégal,,,,,,,,,,health,Camping Willy,,,,,,,,,
,,,,airline tickets,,,,La Concorde,,,church,,,,,,apostolic,,1281,,,,,,,,,,,,,Manufacturing Plant,,,,,,Mahale Mountains National Park,,,,,,,,,,no,equistrian,,,,,,,,,
,,,,ticket_office,,,,WAFA SALAF,,,Makro comm ltd,,,,,,kimbanguist,,4860,,,,,,,,,,,,,sign,,,,,,Gesferpinta,,,,,,,,,,Njane metal cracking and welding,aikido,,,,,,,,,
